FID	L	B
1011	114.3597924	30.5347637
1012	114.3597858	30.5326577
1013	114.3598452	30.5459343
1014	114.3598615	30.5451451
1015	114.3598227	30.5328458
1016	114.3598716	30.5453097
1017	114.3598737	30.5452895
1018	114.3599106	30.5440933
1019	114.3599184	30.544002
1020	114.3599456	30.5392178
1021	114.3599314	30.5330971
1022	114.3599671	30.5415186
1023	114.3599808	30.5447355
1024	114.3599402	30.5326083
1025	114.3600362	30.5457827
1026	114.3600802	30.5454154
1027	114.3600362	30.5333394
1028	114.3600806	30.5440178
1029	114.3600886	30.5405014
1030	114.3601418	30.5440238
1031	114.3601022	30.53133874
1032	114.3601493	30.5439609
1033	114.360159	30.5438799
1034	114.3601891	30.5436725
1035	114.3602264	30.5441184
1036	114.3602168	30.5345444
1037	114.3602724	30.54519
1038	114.3602353	30.5336226
1039	114.3602908	30.5449801
1040	114.3602728	30.5387927
1041	114.3603127	30.5348505
1042	114.3603275	30.53864881
1043	114.3603489	30.5338653
1044	114.3604125	30.5400216
1045	114.3604123	30.5393748
1046	114.3604505	30.5420188
1047	114.3604583	30.5419786
1048	114.3604882	30.5436979
1049	114.3605034	30.54357886
1050	114.3605196	30.5476482
1051	114.3605112	30.5435183
1052	114.3605566	30.5440645
1053	114.3605653	30.5437044
1054	114.3605805	30.54392808
1055	114.3605823	30.5439175
1056	114.3606002	30.5476176
1057	114.3606079	30.5478186
1058	114.3605992	30.5421726
1059	114.3606187	30.5420384
1060	114.3606194	30.53788063
1061	114.3606524	30.5440739
1062	114.3606594	30.5439371
1063	114.3606611	30.5439277
1064	114.3606329	30.5324699
1065	114.3606847	30.5437171
1066	114.3606508	30.5325279
1067	114.3607056	30.5467422
1068	114.3606668	30.5343017
1069	114.3607519	30.5463973
1070	114.3607047	30.5326522
1071	114.3607635	30.5455442
1072	114.3608016	30.5452419
1073	114.3607987	30.5437898
1074	114.3607902	30.5324779
1075	114.3608592	30.5455514
1076	114.3608354	30.5324682
1077	114.360897	30.5452512
1078	114.3609348	30.5450594
1079	114.3609369	30.5438028
1080	114.3611	30.5442216
1081	114.3611071	30.5441855
1082	114.3611201	30.5441197
1083	114.3611206	30.5325136
1084	114.3611943	30.5441428
1085	114.3611596	30.5327991
1086	114.3612084	30.5440387
1087	114.3612279	30.5439042
1088	114.3612059	30.5319703
1089	114.361255	30.5441493
1090	114.3612223	30.5334585
1091	114.3612608	30.5436368
1092	114.3612291	30.5331841
1093	114.3612684	30.5428205
1094	114.3612748	30.542711
1095	114.3612513	30.533408
1096	114.3612762	30.5336595
1097	114.3613245	30.5440871
1098	114.3613391	30.5422192
1099	114.3614181	30.53577869
1100	114.3615106	30.5421453
1101	114.3614822	30.534066
1102	114.3615009	30.5322878
1103	114.3615179	30.5321237
1104	114.3615607	30.5322731
1105	114.3616025	30.5324247
1106	114.3616247	30.535235
1107	114.3616797	30.5421691
1108	114.3616592	30.5322497
1109	114.3617249	30.5417953
1110	114.3617212	30.5347686
1111	114.3617688	30.5401678
1112	114.3617811	30.539515
1113	114.3617935	30.5394142
1114	114.3618268	30.5409267
1115	114.3618509	30.5453078
1116	114.3618523	30.5389634
1117	114.3619573	30.5347177
1118	114.361962	30.5337265
1119	114.3620163	30.5317927
1120	114.3620377	30.5344682
1121	114.3620577	30.53167653
1122	114.3621057	30.542767
1123	114.3620744	30.5336295
1124	114.3620691	30.531713
1125	114.3620969	30.5323334
1126	114.3621248	30.5341708
1127	114.362204	30.544651
1128	114.3622444	30.5448917
1129	114.3622245	30.5334462
1130	114.3622229	30.5327884
1131	114.3622716	30.542928
1132	114.3622602	30.5321193
1133	114.3622659	30.5333631
1134	114.3623149	30.5429701
1135	114.3623104	30.531958
1136	114.3623113	30.5321093
1137	114.3623477	30.5321039
1138	114.3623971	30.5438194
1139	114.3623704	30.5334677
1140	114.3623814	30.5322359
1141	114.3623852	30.5331233
1142	114.3624007	30.5318275
1143	114.3624195	30.53187795
1144	114.3624305	30.5324888
1145	114.3624396	30.5319318
1146	114.3624425	30.5320867
1147	114.36247	30.5327289
1148	114.3624885	30.5328417
1149	114.3625332	30.53297
1150	114.3625695	30.5418793
1151	114.3626501	30.533193
1152	114.3627264	30.5414431
1153	114.3627995	30.5444062
1154	114.36277	30.5343779
1155	114.3628101	30.5434045
1156	114.362829	30.5340412
1157	114.3628717	30.5338329
1158	114.3629337	30.5335307
1159	114.362966	30.5333731
1160	114.3629907	30.5319724
1161	114.3630485	30.5320981
1162	114.3630763	30.5319585
1163	114.3631173	30.5323509
1164	114.3631633	30.5414285
1165	114.363177	30.5325892
1166	114.3632487	30.5328268
1167	114.363293	30.5348794
1168	114.3633048	30.5347637
1169	114.3633011	30.5330657
1170	114.3633656	30.5450072
1171	114.3633715	30.5344882
1172	114.3635206	30.5345096
1173	114.3635441	30.534143
1174	114.3635749	30.5339001
1175	114.3635738	30.5327618
1176	114.3636108	30.5336165
1177	114.3636096	30.5319821
1178	114.3636095	30.5318549
1179	114.3636271	30.5330155
1180	114.3636311	30.5334562
1181	114.363835	30.544118
1182	114.3639529	30.5321831
1183	114.3639864	30.5345613
1184	114.3640411	30.5446968
1185	114.3640522	30.5391438
1186	114.364028	30.5324211
1187	114.3641219	30.5326521
1188	114.3641724	30.5450652
1189	114.3641644	30.5392503
1190	114.3642587	30.5436251
1191	114.3646167	30.5316438
1192	114.3646851	30.5413777
1193	114.3646921	30.5413062
1194	114.3647823	30.5435766
1195	114.3647491	30.534362
1196	114.3647442	30.5316172
1197	114.3649591	30.5458926
1198	114.364961	30.5438653
1199	114.3649642	30.5440655
1200	114.3649824	30.5451866
1201	114.3650787	30.5456588
1202	114.3651156	30.5457635
1203	114.3651265	30.5436011
1204	114.3652193	30.5313686
1205	114.3653869	30.5460381
1206	114.3656445	30.5347455
1207	114.3656645	30.5344802
1208	114.3656641	30.5314093
1209	114.3657123	30.5391051
1210	114.3657145	30.5394012
1211	114.365767	30.53100297
1212	114.3658438	30.5456758
1213	114.3657906	30.5311173
1214	114.365856	30.542378
1215	114.3659098	30.5458882
1216	114.3659781	30.5461213
1217	114.3659805	30.534521
1218	114.366104	30.5436346
1219	114.3660953	30.5347637
1220	114.3661951	30.5312822
1221	114.3662014	30.5310583
1222	114.3662236	30.5351105
1223	114.366223	30.5343982
1224	114.3662167	30.53118
1225	114.3662773	30.5416138
1226	114.3662757	30.5342693
1227	114.366281	30.5312684
1228	114.3663025	30.5334052
1229	114.366325	30.5338424
1230	114.3663364	30.5351251
1231	114.3663592	30.539812
1232	114.36642	30.5457458
1233	114.3664241	30.5398859
1234	114.3664856	30.5323614
1235	114.366617	30.5453452
1236	114.3666178	30.54534846
1237	114.3666964	30.5414698
1238	114.366695	30.5407602
1239	114.36677	30.5408175
1240	114.3667843	30.5390863
1241	114.3668511	30.5393968
1242	114.36687	30.5398676
1243	114.3668763	30.5400555
1244	114.3669187	30.539403
1245	114.3669588	30.5310874
1246	114.3669638	30.5310118
1247	114.3669725	30.53126
1248	114.3670022	30.5391547
1249	114.3670579	30.5390794
1250	114.3671178	30.5437963
1251	114.3671415	30.5336221
1252	114.3672948	30.5331466
1253	114.367321	30.5322845
1254	114.3674309	30.5320617
1255	114.3674327	30.5311195
1256	114.36749	30.5341409
1257	114.3675792	30.5358409
1258	114.3676	30.5394526
1259	114.3676263	30.539085
1260	114.3676208	30.5350609
1261	114.3677723	30.5442167
1262	114.3677598	30.5310867
1263	114.3678045	30.5401048
1264	114.36791	30.5405695
1265	114.367916	30.5314866
1266	114.3679209	30.5310756
1267	114.3679292	30.5326646
1268	114.3679265	30.5313728
1269	114.3679922	30.5432142
1270	114.3679952	30.5362541
1271	114.3680513	30.5325968
1272	114.368141	30.5322954
1273	114.3682207	30.5361454
1274	114.3682523	30.5428313
1275	114.368274	30.543734
1276	114.3682315	30.5319915
1277	114.3682497	30.5357432
1278	114.3682576	30.5310488
1279	114.368375	30.53553429
1280	114.3683945	30.5365194
1281	114.3684215	30.5354567
1282	114.3685373	30.5417637
1283	114.3685474	30.5434458
1284	114.3685819	30.5431637
1285	114.368577	30.5416849
1286	114.3685791	30.5392107
1287	114.3685704	30.5308264
1288	114.3685766	30.53088654
1289	114.3685782	30.53090218
1290	114.3685837	30.53095532
1291	114.3685902	30.5310183
1292	114.3686085	30.5311415
1293	114.3686682	30.5314324
1294	114.3687862	30.5330773
1295	114.368877	30.5356397
1296	114.3689272	30.5328262
1297	114.3690356	30.5325298
1298	114.3691774	30.537434
1299	114.3691885	30.5401464
1300	114.3693816	30.5334933
1301	114.3693835	30.5324481
1302	114.3694643	30.5386706
1303	114.3694699	30.5358778
1304	114.3697518	30.5363162
1305	114.3697963	30.53073864
1306	114.3698021	30.53073844
1307	114.3698161	30.534422
1308	114.3698397	30.5368475
1309	114.3698336	30.53079891
1310	114.3698477	30.530826
1311	114.3698635	30.53073638
1312	114.3698888	30.5308562
1313	114.3698968	30.53079621
1314	114.3699288	30.53085375
1315	114.3699363	30.53079453
1316	114.3699588	30.5309076
1317	114.369961	30.53085179
1318	114.3699863	30.53091056
1319	114.3700039	30.5354777
1320	114.3702024	30.5351797
1321	114.370515	30.5362161
1322	114.3707023	30.5347513
1323	114.3707765	30.5364686
1324	114.3709373	30.53325618
1325	114.3709647	30.533252
1326	114.3710499	30.5347686
1327	114.3712883	30.5374684
1328	114.3713535	30.5341668
1329	114.3713653	30.5341645
1330	114.3716808	30.5348829
1331	114.3716858	30.53507852
1332	114.3717294	30.5350658
1333	114.3718138	30.53573913
1334	114.3718178	30.5353994
1335	114.3718333	30.537023
1336	114.3718371	30.5374609
1337	114.3718608	30.5357348
1338	114.3718863	30.53556687
1339	114.3719559	30.5374839
1340	114.3719634	30.5368839
1341	114.3720143	30.536802
1342	114.3720497	30.5367902
1343	114.3721266	30.5367763
1344	114.3721272	30.5367643
1345	114.3721474	30.53676299
1346	114.37215	30.5367751
